央视直播,#genre#
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
三台电视一套,http://125.65.94.91:12351/live
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd#http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8#http://lxfile.lxxcb.cn:80/nmip-media/channellive/channel103799/playlist.m3u8
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd#http://live.jinchuanrmt.com:90/live/zhxw.m3u8
乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd#http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8#http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd#http://live.sfrmt.com:85/live/zhpd.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
长宁综合频道,http://cnpull.sccnfb.com:80/live/123456.m3u8
宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8
朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8
青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
西昌综合频道,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8
夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1
井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
电视一套,http://dcpull.sctvcloud.com:80/live/561c239c01881000e4bfd3e600000000/playlist.m3u8
科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd


✨河南频道,#genre#
河南🥝郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
河南🥝开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
河南🥝开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
河南🥝济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend#http://live.dxhmt.cn:9081/tv/19001-1.m3u8
河南🥝巩义新闻,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
河南🥝荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
河南🥝嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend#http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8?zhend
河南🥝新安新闻,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
河南🥝宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
河南🥝温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
河南🥝方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
河南🥝桐柏新闻,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8?zhend
河南🥝唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
河南🥝新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
河南🥝扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
河南🥝鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
河南🥝西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
河南🥝新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南🥝卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
河南🥝新乡县电,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
河南🥝灵宝新闻,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
河南🥝滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
河南🥝内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
河南🥝禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend#http://live.dxhmt.cn:9081/tv/11081-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南🥝禹州公共,http://tvpull.dxhmt.cn/tv/11081-2.m3u8?zhend#http://tvpull.dxhmt.cn:9081/tv/11081-2.m3u8
河南🥝临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
河南🥝义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南🥝义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
河南🥝光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
河南🥝兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8#http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
河南🥝叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8#http://live.dxhmt.cn:9081/tv/10422-1.m3u8
河南🥝周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
河南🥝固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
河南🥝新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
河南🥝新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南🥝泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南🥝淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
河南🥝渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南🥝潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南🥝登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南🥝郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
河南🥝鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
河南🥝项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8


✨广州频道,#genre#
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487#https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488#http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487#http://php.jdshipin.com:8880/gztv.php?id=xinwen
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c82f82d7a6beda92b2b1ce93753dcacb&txTime=18e4a381d46#https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=627498b93bc6f5d6e2460d0823bf81a3&txTime=18e6df74fc2#http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8


✨吉林频道,#genre#
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
古县综合,https://l2fpdktp.live.sxmty.com:443/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8#https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
万荣综合频道,http://60.222.246.220:19433/hls1.m3u8
闻喜综合频道,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.flv
定襄综合,http://lbyzztfe.live.sxmty.com:80/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
武乡新闻综合,http://60.220.198.84:81/0.m3u8#http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd#http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd


✨新疆频道,#genre#
兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8?zxinjd
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd
兵团四师可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd


✨湖北频道,#genre#
湖北卫视,http://go.bkpcp.top/mg/hubws
湖北卫视,http://j.s.bkpcp.top/jj/hubws

江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
崇阳综合,http://61.184.176.248:10500/live/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&amp;tpid=1550600621
恩施综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1812.m3u8?auth_key=4857760445-0-0-48b20fcc677c9c453aade4127fb60836&extra_key=GstcZaunflMNLGu8_neZZDSebP_vdaZpjgvDNh0oFxowejqLIrS9a1EoZExxdRI2S9Y2xkAXOOpuGxK1RXBwE9Pxgs64YJr12xMoUq8C0CDA-bYdaRFKaVVL_9eb5cvcS93rOcGOJVmGyvmgI8egJounqzsBrsfAbiojm3VtXXo
恩施文旅,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg
湖北🍊荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
湖北🍊荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湖北🍊荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
湖北🍊崇阳综合,http://61.184.176.248:10500/live/live.m3u8

✨内蒙频道,#genre#
呼和浩特,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
呼和浩特,http://play1-qk.nmtv.cn/live/1735545967595013.flv
呼和浩特,rtmp://play1-qk.nmtv.cn/live/1735545967595013
包头,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
包头,http://play1-qk.nmtv.cn/live/1735546150395017.flv
包头,rtmp://play1-qk.nmtv.cn/live/1735546150395017
达茂,http://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550.m3u8
达茂,http://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550.flv
达茂,rtmp://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550
赤峰,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
赤峰,http://play1-qk.nmtv.cn/live/1735546697341033.flv
赤峰,rtmp://play1-qk.nmtv.cn/live/1735546697341033
元宝山,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6.m3u8
鄂尔多斯,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
鄂尔多斯,http://play1-qk.nmtv.cn/live/1735546299241021.flv
鄂尔多斯,rtmp://play1-qk.nmtv.cn/live/1735546299241021
鄂尔多斯,http://live.nxw.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯2,http://live.nxw.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯3,http://live.nxw.org.cn/lsdream/ogvfqcp/1000/live.m3u8
乌兰察布,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
乌兰察布,http://play1-qk.nmtv.cn/live/1735546836103043.flv
乌兰察布,rtmp://play1-qk.nmtv.cn/live/1735546836103043
呼伦贝尔,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
呼伦贝尔,http://play1-qk.nmtv.cn/live/1735546791130040.flv
呼伦贝尔,rtmp://play1-qk.nmtv.cn/live/1735546791130040
巴彦淖尔,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
巴彦淖尔,http://play1-qk.nmtv.cn/live/1735546423467029.flv
巴彦淖尔,rtmp://play1-qk.nmtv.cn/live/1735546423467029
阿拉善,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
阿拉善,http://play1-qk.nmtv.cn/live/1735547046115053.flv
阿拉善,rtmp://play1-qk.nmtv.cn/live/1735547046115053
通辽,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
通辽,http://play1-qk.nmtv.cn/live/1735546745882037.flv
通辽,rtmp://play1-qk.nmtv.cn/live/1735546745882037
乌海,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
乌海,http://play1-qk.nmtv.cn/live/1735546358166026.flv
乌海,rtmp://play1-qk.nmtv.cn/live/1735546358166026
乌海,http://live.wuhainews.org.cn/xwzh/playlist.m3u8
乌海2,http://live.wuhainews.org.cn/dssh/sd/live.m3u8
兴安盟,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
兴安盟,http://play1-qk.nmtv.cn/live/1735546886977046.flv
兴安盟,rtmp://play1-qk.nmtv.cn/live/1735546886977046
锡林郭勒,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
锡林郭勒,http://play1-qk.nmtv.cn/live/1735546994821050.flv
锡林郭勒,rtmp://play1-qk.nmtv.cn/live/1735546994821050

✨各地方台,#genre#
浙江❤️钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江❤️新闻频道,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江❤️新闻频道,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江❤️教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江❤️教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江❤️之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江❤️经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江❤️经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江❤️民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江❤️民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江❤️少儿频道,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江❤️国际频道,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8

南宁都市生活,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
隆安电视台,https://hls.nntv.cn/nnlive/LATV_24.m3u8
贺州电视台综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
都市剧场,http://183.239.236.91:8088/hls/127/index.m3u8
电视剧,http://183.239.236.91:8088/hls/14/index.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/playlist.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/tvzb/live.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/playlist.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/tvzb/live.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf_1b/playlist.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf_1b/tvzb/live.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
四川文化,http://112.44.232.224:55080/hls/26/index.m3u8
四川文化,http://183.221.92.176:50080/hls/19/index.m3u8
四川新闻,http://112.44.232.224:55080/hls/27/index.m3u8
四川新闻,http://183.221.92.176:50080/hls/17/index.m3u8
四川影视,http://112.44.232.224:55080/hls/28/index.m3u8
四川科教,http://112.44.232.224:55080/hls/29/index.m3u8
四川乡村,http://112.44.232.224:55080/hls/30/index.m3u8
四川电影,http://112.44.232.224:55080/hls/31/index.m3u8
四川电影,http://183.221.92.176:50080/hls/20/index.m3u8
四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8
四川经济,http://183.221.92.176:50080/hls/18/index.m3u8
成都1,http://183.221.92.176:50080/hls/21/index.m3u8
成都2,http://183.221.92.176:50080/hls/22/index.m3u8
黑龙江文体,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
黑龙江科教,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
黑龙江影视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226298/index.m3u8
黑龙江都市,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226301/index.m3u8
黑龙江少儿,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226304/index.m3u8
广东.广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=8bbeb12695d86519495fa007c5306f8c&txTime=18f10c39f0b
广东.广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广东.广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=faa9f2b72008b765d614ff1af7ba5552&txTime=18f10c20646
广东.广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广东.广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=e4d274282058ee9a5c53a159dc547504&txTime=18f10ba3e69
广东.广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广东.广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=5d954c019b5f3b0c562e98c44be7c04d&txTime=18f10bf2efe
广东.广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广东.广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广东.东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
广东.东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
广东.河源综合台,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广东.广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东.南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广东.番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
广东.佛山综合频道,http://php.jdshipin.com:8880/fstv.php?id=fszh
广东.佛山影视频道,http://php.jdshipin.com:8880/fstv.php?id=fsys
广东.佛山公共频道,http://php.jdshipin.com:8880/fstv.php?id=fsgg
广东.佛山南海频道,http://php.jdshipin.com:8880/fstv.php?id=fsnh
广东.佛山高明频道,http://php.jdshipin.com:8880/fstv.php?id=fsgm
广东.佛山三水频道,http://php.jdshipin.com:8880/fstv.php?id=fsss
广西.广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
广西.广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
广西.广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8
广西.广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
广西.广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
广西.广西综艺,http://13457610200.8866.org:2018/live/广西综艺高清/index.m3u8
广西.南宁新闻综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
广西.南宁新闻综合,http://www.lnlee.top:10000/udp/239.81.0.241:4056
广西.南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
广西.南宁公共,http://www.lnlee.top:10000/udp/239.81.0.129:4056
广西.南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
广西.南宁文旅生活,http://www.lnlee.top:10000/udp/239.81.0.127:4056
广西.南宁影视娱乐,http://www.lnlee.top:10000/udp/239.81.0.128:4056
广西.贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
广西.桂林新闻综合,http://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
广西.来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
广西.来宾新闻荟萃,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
四川.自贡综合,http://110.189.153.160:1001/zhpd.flv
四川.自贡文化生活,http://110.189.153.160:1002/ggpd.flv
四川.德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川.德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
四川.德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
四川.广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
四川.广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川.达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
四川.达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
四川.达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
四川.金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川.金川频道,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川.金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川.泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川.泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川.凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川.青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd 
四川.甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
