新闻,#genre#
卡通頻道(粵)CNCH443,http://iptvpro.pw:35451//加QQ1078393318/978690431/75.ts
卡通頻道(國)CNCH443,http://iptvpro.pw:35451//加QQ1078393318/978690431/76.ts
BBCCBeebies(粵)CH447,http://iptvpro.pw:35451//加QQ1078393318/978690431/77.ts
DaVinci達文西頻道CH460,http://iptvpro.pw:35451//加QQ1078393318/978690431/78.ts
ROCKEntertainmentCH501,http://iptvpro.pw:35451//加QQ1078393318/978690431/71.ts
ROCKActionCH502,http://iptvpro.pw:35451//加QQ1078393318/978690431/72.ts
AXNCH503,http://iptvpro.pw:35451//加QQ1078393318/978690431/79.ts
AnimaxCH504,http://iptvpro.pw:35451//加QQ1078393318/978690431/80.ts
tvNCH505,http://iptvpro.pw:35451//加QQ1078393318/978690431/81.ts
FashionBoxCH603,http://iptvpro.pw:35451//加QQ1078393318/978690431/84.ts
MezzoLiveCH604,http://iptvpro.pw:35451//加QQ1078393318/978690431/85.ts
鳳凰中文台CH610,http://iptvpro.pw:35451//加QQ1078393318/978690431/87.ts
鳳凰香港台CH612,http://iptvpro.pw:35451//加QQ1078393318/978690431/86.ts
TVBSUPER-FREE(粵)CH01,http://iptvpro.pw:35451//加QQ1078393318/978690431/47.ts
TVBSUPER-FREE(國)CH001,http://iptvpro.pw:35451//加QQ1078393318/978690431/50.ts
TVB黃金翡翠台CH080,http://iptvpro.pw:35451//加QQ1078393318/978690431/52.ts
TVB千禧經典台CH086,http://iptvpro.pw:35451//加QQ1078393318/978690431/53.ts
TVB亞洲劇台(原聲)CH087,http://iptvpro.pw:35451//加QQ1078393318/978690431/54.ts
TVB亞洲劇台(粵)CH087,http://iptvpro.pw:35451//加QQ1078393318/978690431/55.ts
TVB華語劇台(粵)CH089,http://iptvpro.pw:35451//加QQ1078393318/978690431/56.ts
TVB華語劇台(國)CH089,http://iptvpro.pw:35451//加QQ1078393318/978690431/57.ts
TVB黃金華劇台(粵)CH090,http://iptvpro.pw:35451//加QQ1078393318/978690431/58.ts
TVB黃金華劇台(國)CH090,http://iptvpro.pw:35451//加QQ1078393318/978690431/59.ts
TVB娛樂新聞台CH091,http://iptvpro.pw:35451//加QQ1078393318/978690431/60.ts
TVB戲曲台CH098,http://iptvpro.pw:35451//加QQ1078393318/978690431/61.ts
SUPERKidsChannelCH100,http://iptvpro.pw:35451//加QQ1078393318/978690431/62.ts
ZooMooCH101,http://iptvpro.pw:35451//加QQ1078393318/978690431/63.ts
尼克兒童NickelodeonCH104,http://iptvpro.pw:35451//加QQ1078393318/978690431/64.ts
TVB粵語片台CH200,http://iptvpro.pw:35451//加QQ1078393318/978690431/65.ts
ThrillCH202,http://iptvpro.pw:35451//加QQ1078393318/978690431/66.ts
天映經典(粵)CCMCH203,http://iptvpro.pw:35451//加QQ1078393318/978690431/67.ts
天映經典(國)CCMCH203,http://iptvpro.pw:35451//加QQ1078393318/978690431/68.ts
天映頻道(粵)CM,http://iptvpro.pw:35451//加QQ1078393318/978690431/124.ts
天映頻道(國)CM,http://iptvpro.pw:35451//加QQ1078393318/978690431/125.ts
TVB功夫台(粵),http://iptvpro.pw:35451//加QQ1078393318/978690431/118.ts
TVB功夫台(國),http://iptvpro.pw:35451//加QQ1078393318/978690431/119.ts
TVB星河(國),http://iptvpro.pw:35451//加QQ1078393318/978690431/121.ts
TVB星河(粵),http://iptvpro.pw:35451//加QQ1078393318/978690431/120.ts
TVBPearlDrama明珠劇集台,http://iptvpro.pw:35451//加QQ1078393318/978690431/117.ts
TVB生活台,http://iptvpro.pw:35451//加QQ1078393318/978690431/126.ts
SUPER獎門人CH02,http://iptvpro.pw:35451//加QQ1078393318/978690431/127.ts
SUPEREYTCH03,http://iptvpro.pw:35451//加QQ1078393318/978690431/128.ts
SUPER識食CH04,http://iptvpro.pw:35451//加QQ1078393318/978690431/129.ts
SUPER識歎CH05,http://iptvpro.pw:35451//加QQ1078393318/978690431/130.ts
SUPERMusicCH06,http://iptvpro.pw:35451//加QQ1078393318/978690431/131.ts
SUPER金曲CH07,http://iptvpro.pw:35451//加QQ1078393318/978690431/132.ts
SUPER煲劇CH08,http://iptvpro.pw:35451//加QQ1078393318/978690431/133.ts
SUPER劇場CH09,http://iptvpro.pw:35451//加QQ1078393318/978690431/134.ts
SUPER話當年CH10,http://iptvpro.pw:35451//加QQ1078393318/978690431/135.ts
星空衛視,http://iptvpro.pw:35451//加QQ1078393318/978690431/145.ts
香港C＋頻道,http://iptvpro.pw:35451//加QQ1078393318/978690431/147.ts
ChannelV音樂台,http://iptvpro.pw:35451//加QQ1078393318/978690431/143.ts
澳視澳門台,http://iptvpro.pw:35451//加QQ1078393318/978690431/150.ts
澳視衛星台,http://iptvpro.pw:35451//加QQ1078393318/978690431/151.ts
澳門蓮花衛視,http://iptvpro.pw:35451//加QQ1078393318/978690431/148.ts
澳門體育台,http://iptvpro.pw:35451//加QQ1078393318/978690431/152.ts
NowSportsPlusCH680,http://iptvpro.pw:35451//加QQ1078393318/978690431/114.ts
NowGolf2CH683,http://iptvpro.pw:35451//加QQ1078393318/978690431/115.ts
NowGolf3CH684,http://iptvpro.pw:35451//加QQ1078393318/978690431/116.ts
SUPERSportsCH11,http://iptvpro.pw:35451//加QQ1078393318/978690431/48.ts
台湾TW,#genre#
民视,http://iptvpro.pw:35451//加QQ1078393318/978690431/156.ts
中视,http://iptvpro.pw:35451//加QQ1078393318/978690431/159.ts
华视,http://iptvpro.pw:35451//加QQ1078393318/978690431/158.ts
台视,http://iptvpro.pw:35451//加QQ1078393318/978690431/157.ts
公视,http://iptvpro.pw:35451//加QQ1078393318/978690431/160.ts
中天综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/175.ts
中天娱乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/176.ts
中天亚洲台,http://iptvpro.pw:35451//加QQ1078393318/978690431/177.ts
东森综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/178.ts
东森电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/179.ts
东森戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/180.ts
东森洋片台,http://iptvpro.pw:35451//加QQ1078393318/978690431/181.ts
TVBS综合,http://iptvpro.pw:35451//加QQ1078393318/978690431/182.ts
TVBS欢乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/183.ts
TVBS精采台,http://iptvpro.pw:35451//加QQ1078393318/978690431/184.ts
TVBS台剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/186.ts
TVBS综艺台,http://iptvpro.pw:35451//加QQ1078393318/978690431/185.ts
三立综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/187.ts
三立台湾台,http://iptvpro.pw:35451//加QQ1078393318/978690431/188.ts
三立戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/190.ts
三立都会台,http://iptvpro.pw:35451//加QQ1078393318/978690431/189.ts
中视经典台,http://iptvpro.pw:35451//加QQ1078393318/978690431/196.ts
中视菁采台,http://iptvpro.pw:35451//加QQ1078393318/978690431/197.ts
民视台湾台,http://iptvpro.pw:35451//加QQ1078393318/978690431/192.ts
民视影剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/194.ts
民视旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/195.ts
民视第一台,http://iptvpro.pw:35451//加QQ1078393318/978690431/191.ts
民视综艺台,http://iptvpro.pw:35451//加QQ1078393318/978690431/193.ts
台视综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/198.ts
公视3,http://iptvpro.pw:35451//加QQ1078393318/978690431/200.ts
公视台语台,http://iptvpro.pw:35451//加QQ1078393318/978690431/199.ts
公视戏剧,http://iptvpro.pw:35451//加QQ1078393318/978690431/201.ts
HBO,http://iptvpro.pw:35451//加QQ1078393318/978690431/202.ts
HBOFamily,http://iptvpro.pw:35451//加QQ1078393318/978690431/204.ts
HBOHits,http://iptvpro.pw:35451//加QQ1078393318/978690431/205.ts
HBOSignature,http://iptvpro.pw:35451//加QQ1078393318/978690431/203.ts
HBOLOGO,http://iptvpro.pw:35451//加QQ1078393318/978690431/206.ts
CINEMAX,http://iptvpro.pw:35451//加QQ1078393318/978690431/207.ts
美亚电影台湾台,http://iptvpro.pw:35451//加QQ1078393318/978690431/208.ts
好莱坞电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/210.ts
壹电影,http://iptvpro.pw:35451//加QQ1078393318/978690431/222.ts
龙祥时代电影,http://iptvpro.pw:35451//加QQ1078393318/978690431/209.ts
私人影院,http://iptvpro.pw:35451//加QQ1078393318/978690431/225.ts
影迷数位纪实台,http://iptvpro.pw:35451//加QQ1078393318/978690431/214.ts
影迷数字电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/218.ts
我的欧洲电影MyCinemaEurope,http://iptvpro.pw:35451//加QQ1078393318/978690431/220.ts
华纳电影台WarnerTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/221.ts
AMC最爱电影,http://iptvpro.pw:35451//加QQ1078393318/978690431/219.ts
AXN,http://iptvpro.pw:35451//加QQ1078393318/978690431/211.ts
CATCHPLAY电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/216.ts
CI罪案侦查频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/213.ts
CinemaWorld,http://iptvpro.pw:35451//加QQ1078393318/978690431/215.ts
CNEX视纳华仁纪实频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/217.ts
HITS频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/212.ts
Lifetime娱乐频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/223.ts
tvN,http://iptvpro.pw:35451//加QQ1078393318/978690431/224.ts
纬来综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/229.ts
纬来戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/230.ts
纬来日本台,http://iptvpro.pw:35451//加QQ1078393318/978690431/227.ts
纬来电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/231.ts
纬来精彩台,http://iptvpro.pw:35451//加QQ1078393318/978690431/232.ts
纬来育乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/228.ts
龙华偶像台,http://iptvpro.pw:35451//加QQ1078393318/978690431/236.ts
龙华卡通台,http://iptvpro.pw:35451//加QQ1078393318/978690431/239.ts
龙华戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/235.ts
龙华日韩台,http://iptvpro.pw:35451//加QQ1078393318/978690431/234.ts
龙华洋片台,http://iptvpro.pw:35451//加QQ1078393318/978690431/238.ts
龙华电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/233.ts
龙华经典台,http://iptvpro.pw:35451//加QQ1078393318/978690431/237.ts
八大综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/241.ts
八大娱乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/245.ts
八大戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/242.ts
八大第一台,http://iptvpro.pw:35451//加QQ1078393318/978690431/244.ts
八大精彩台,http://iptvpro.pw:35451//加QQ1078393318/978690431/240.ts
八大综艺台,http://iptvpro.pw:35451//加QQ1078393318/978690431/243.ts
ELTA爱尔达娱乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/252.ts
ELTA爱尔达影剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/248.ts
ELTA爱尔达日韩台,http://iptvpro.pw:35451//加QQ1078393318/978690431/250.ts
ELTA爱尔达生活旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/251.ts
ELTA爱尔达综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/249.ts
靖天综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/279.ts
靖天卡通台,http://iptvpro.pw:35451//加QQ1078393318/978690431/277.ts
靖天戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/275.ts
靖天日本台,http://iptvpro.pw:35451//加QQ1078393318/978690431/280.ts
靖天映画台,http://iptvpro.pw:35451//加QQ1078393318/978690431/281.ts
靖天欢乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/284.ts
靖天电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/282.ts
靖天育乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/283.ts
靖天资讯台,http://iptvpro.pw:35451//加QQ1078393318/978690431/285.ts
靖洋戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/276.ts
靖洋卡通NiceBingo,http://iptvpro.pw:35451//加QQ1078393318/978690431/278.ts
KLT-靖天国际,http://iptvpro.pw:35451//加QQ1078393318/978690431/286.ts
探索频道DiscoveryChannel,http://iptvpro.pw:35451//加QQ1078393318/978690431/287.ts
探索亚洲DiscoveryAsia,http://iptvpro.pw:35451//加QQ1078393318/978690431/288.ts
探索动力DiscoveryDMAX,http://iptvpro.pw:35451//加QQ1078393318/978690431/290.ts
探索科学DiscoveryScience,http://iptvpro.pw:35451//加QQ1078393318/978690431/289.ts
历史频道2HISTORY2,http://iptvpro.pw:35451//加QQ1078393318/978690431/293.ts
历史频道History,http://iptvpro.pw:35451//加QQ1078393318/978690431/292.ts
国家地理NationalGeographic,http://iptvpro.pw:35451//加QQ1078393318/978690431/294.ts
动物星球,http://iptvpro.pw:35451//加QQ1078393318/978690431/295.ts
亚洲美食频道AsianFoodNetwork,http://iptvpro.pw:35451//加QQ1078393318/978690431/300.ts
DiscoveryEVE,http://iptvpro.pw:35451//加QQ1078393318/978690431/291.ts
Smart知识台,http://iptvpro.pw:35451//加QQ1078393318/978690431/331.ts
TLC旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/298.ts
LoveNature,http://iptvpro.pw:35451//加QQ1078393318/978690431/296.ts
BBCEarth,http://iptvpro.pw:35451//加QQ1078393318/978690431/304.ts
BBCLifestyle,http://iptvpro.pw:35451//加QQ1078393318/978690431/305.ts
Asia亚洲旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/297.ts
TravelChannel旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/299.ts
居家乐活频道HGTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/303.ts
美食星球,http://iptvpro.pw:35451//加QQ1078393318/978690431/301.ts
幸福空间居家台,http://iptvpro.pw:35451//加QQ1078393318/978690431/347.ts
东森幼幼台,http://iptvpro.pw:35451//加QQ1078393318/978690431/308.ts
卡通频道CN,http://iptvpro.pw:35451//加QQ1078393318/978690431/314.ts
卡通台Cartoonito,http://iptvpro.pw:35451//加QQ1078393318/978690431/318.ts
达文西频道DaVinCi,http://iptvpro.pw:35451//加QQ1078393318/978690431/316.ts
梦工厂动画Dreamworks,http://iptvpro.pw:35451//加QQ1078393318/978690431/317.ts
尼克儿童频道Nickelodeon,http://iptvpro.pw:35451//加QQ1078393318/978690431/312.ts
MOMO亲子台,http://iptvpro.pw:35451//加QQ1078393318/978690431/313.ts
Animax卡通,http://iptvpro.pw:35451//加QQ1078393318/978690431/310.ts
BBCCbeebies,http://iptvpro.pw:35451//加QQ1078393318/978690431/319.ts
BabyTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/320.ts
Boomerang,http://iptvpro.pw:35451//加QQ1078393318/978690431/309.ts
NickJr.儿童频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/311.ts
爱放动漫台I-Fun,http://iptvpro.pw:35451//加QQ1078393318/978690431/315.ts
经典卡通台,http://iptvpro.pw:35451//加QQ1078393318/978690431/360.ts
高点综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/324.ts
JET综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/322.ts
MOMO综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/321.ts
ETtoday综合台,http://iptvpro.pw:35451//加QQ1078393318/978690431/367.ts
EYE戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/307.ts
EYE旅游台,http://iptvpro.pw:35451//加QQ1078393318/978690431/306.ts
ROCKAction,http://iptvpro.pw:35451//加QQ1078393318/978690431/328.ts
ROCKEntertainment,http://iptvpro.pw:35451//加QQ1078393318/978690431/327.ts
ROCKExtreme,http://iptvpro.pw:35451//加QQ1078393318/978690431/329.ts
Z频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/339.ts
东风卫视,http://iptvpro.pw:35451//加QQ1078393318/978690431/340.ts
彩昌影剧,http://iptvpro.pw:35451//加QQ1078393318/978690431/355.ts
经典电影台,http://iptvpro.pw:35451//加QQ1078393318/978690431/359.ts
华艺中文台,http://iptvpro.pw:35451//加QQ1078393318/978690431/345.ts
台湾戏剧台,http://iptvpro.pw:35451//加QQ1078393318/978690431/325.ts
无线卫星亚洲台TVBSAsia,http://iptvpro.pw:35451//加QQ1078393318/978690431/332.ts
INULTRA,http://iptvpro.pw:35451//加QQ1078393318/978690431/363.ts
FashionTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/341.ts
Fun探索娱乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/356.ts
GlobalTrekker,http://iptvpro.pw:35451//加QQ1078393318/978690431/333.ts
ChannelV音乐台,http://iptvpro.pw:35451//加QQ1078393318/978690431/357.ts
LUXETVChannel,http://iptvpro.pw:35451//加QQ1078393318/978690431/362.ts
MezzoLive,http://iptvpro.pw:35451//加QQ1078393318/978690431/343.ts
Moonbug,http://iptvpro.pw:35451//加QQ1078393318/978690431/364.ts
年代MUCH台,http://iptvpro.pw:35451//加QQ1078393318/978690431/358.ts
电影原声台CMusic,http://iptvpro.pw:35451//加QQ1078393318/978690431/326.ts
音乐频道MTVLive,http://iptvpro.pw:35451//加QQ1078393318/978690431/344.ts
MTVAsia,http://iptvpro.pw:35451//加QQ1078393318/978690431/330.ts
TRACEUrban,http://iptvpro.pw:35451//加QQ1078393318/978690431/342.ts
猪哥亮歌厅秀,http://iptvpro.pw:35451//加QQ1078393318/978690431/354.ts
古典乐CLASSICA,http://iptvpro.pw:35451//加QQ1078393318/978690431/348.ts
GINXEsportsTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/334.ts
博斯PaceSport,http://iptvpro.pw:35451//加QQ1078393318/978690431/365.ts
时尚运动X,http://iptvpro.pw:35451//加QQ1078393318/978690431/346.ts
环球旅行家Globetrotter,http://iptvpro.pw:35451//加QQ1078393318/978690431/302.ts
生活時尚TV5MONDESTYLE,http://iptvpro.pw:35451//加QQ1078393318/978690431/361.ts
金光布袋戏,http://iptvpro.pw:35451//加QQ1078393318/978690431/352.ts
霹雳台湾台,http://iptvpro.pw:35451//加QQ1078393318/978690431/351.ts
阿里郎频道Arirang,http://iptvpro.pw:35451//加QQ1078393318/978690431/350.ts
韩国娱乐台KMTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/349.ts
麦哲伦频道MagellanTV,http://iptvpro.pw:35451//加QQ1078393318/978690431/366.ts
原住民族电视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/381.ts
客家电视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/380.ts
国会频道1,http://iptvpro.pw:35451//加QQ1078393318/978690431/393.ts
国会频道2,http://iptvpro.pw:35451//加QQ1078393318/978690431/394.ts
国兴卫视,http://iptvpro.pw:35451//加QQ1078393318/978690431/338.ts
东森购物1台,http://iptvpro.pw:35451//加QQ1078393318/978690431/375.ts
东森购物2台,http://iptvpro.pw:35451//加QQ1078393318/978690431/376.ts
东森购物3台,http://iptvpro.pw:35451//加QQ1078393318/978690431/377.ts
东森购物5台,http://iptvpro.pw:35451//加QQ1078393318/978690431/378.ts
东森超视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/374.ts
大爱电视,http://iptvpro.pw:35451//加QQ1078393318/978690431/396.ts
大爱二台,http://iptvpro.pw:35451//加QQ1078393318/978690431/397.ts
好消息,http://iptvpro.pw:35451//加QQ1078393318/978690431/401.ts
好消息2台,http://iptvpro.pw:35451//加QQ1078393318/978690431/402.ts
华藏卫视,http://iptvpro.pw:35451//加QQ1078393318/978690431/398.ts
人间卫视,http://iptvpro.pw:35451//加QQ1078393318/978690431/395.ts
十方法界,http://iptvpro.pw:35451//加QQ1078393318/978690431/400.ts
希望频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/405.ts
诚心电视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/403.ts
生命电视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/404.ts
无上师电视台,http://iptvpro.pw:35451//加QQ1078393318/978690431/399.ts
NHKWORLDJAPAN,http://iptvpro.pw:35451//加QQ1078393318/978690431/388.ts
ELTV生活英语台,http://iptvpro.pw:35451//加QQ1078393318/978690431/392.ts
LiveABC互动英语频道,http://iptvpro.pw:35451//加QQ1078393318/978690431/391.ts
CinemaxH265,http://iptvpro.pw:35451//加QQ1078393318/978690431/430.ts
好莱坞电影H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/409.ts
JET综合台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/408.ts
MOMO综合台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/436.ts
MOMO亲子台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/435.ts
TVBSH265,http://iptvpro.pw:35451//加QQ1078393318/978690431/412.ts
TVBS欢乐台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/413.ts
东森幼幼H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/414.ts
东森戏剧H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/416.ts
东森综合H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/415.ts
东森财经H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/417.ts
中天娱乐H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/411.ts
中天综合H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/410.ts
三立新闻H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/418.ts
三立台湾台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/419.ts
三立都会台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/420.ts
国兴卫视H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/431.ts
壹新闻台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/407.ts
年代新闻台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/406.ts
年代MUCH台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/434.ts
纬来戏剧H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/426.ts
纬来日本H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/427.ts
纬来电影H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/429.ts
纬来综合H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/425.ts
纬来育乐H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/428.ts
八大综合H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/421.ts
八大戏剧H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/423.ts
八大第一H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/422.ts
动物星球H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/433.ts
TLC旅遊生活台H265,http://iptvpro.pw:35451//加QQ1078393318/978690431/432.ts
TaiWanPlusH265,http://iptvpro.pw:35451//加QQ1078393318/978690431/437.ts
大陆CN,#genre#
CCTV-1(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/475.ts
CCTV-11080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/533.ts
CCTV-2(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/476.ts
CCTV-21080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/534.ts
CCTV-3(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/477.ts
CCTV-31080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/535.ts
CCTV-4(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/478.ts
CCTV-41080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/536.ts
CCTV-6(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/480.ts
CCTV-61080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/539.ts
CCTV-7(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/481.ts
CCTV-71080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/540.ts
CCTV-8(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/482.ts
CCTV-81080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/541.ts
CCTV-9(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/483.ts
CCTV-91080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/542.ts
CCTV-10(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/484.ts
CCTV-101080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/543.ts
CCTV-11(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/485.ts
CCTV-111080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/544.ts
CCTV-12(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/486.ts
CCTV-121080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/545.ts
CCTV-14(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/488.ts
CCTV-141080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/547.ts
CCTV-15(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/489.ts
CCTV-151080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/548.ts
CCTV-16(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/490.ts
CCTV-161080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/549.ts
CCTV-17(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/491.ts
CCTV-171080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/550.ts
上海东方卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/494.ts
上海东方卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/552.ts
北京卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/493.ts
北京卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/551.ts
江苏卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/497.ts
江苏卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/554.ts
浙江卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/496.ts
浙江卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/553.ts
广东卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/498.ts
广东卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/556.ts
深圳卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/499.ts
深圳卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/557.ts
湖南卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/495.ts
湖南卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/555.ts
天津卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/500.ts
天津卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/558.ts
山东卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/506.ts
山东卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/563.ts
辽宁卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/502.ts
辽宁卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/560.ts
吉林卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/503.ts
吉林卫视1080P(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/561.ts
黑龙江卫视(CN),http://iptvpro.pw:35451//加QQ1078393318/978690431/504.ts
